signature,num_vertices,diameter (qtm),example antipodes (qtm),radius (qtm),example center (qtm),diameter (htm),example antipodes (htm),radius (htm),example center (htm)
0x108400862007BD,308,26,0xc5c803864818 => 0x18ed0044e302,14,0x3092019ed00c,16,0xc5c803864818 => 0x18ed0044e302,8,0xffe00600023
0x100190802C0423,154,22,0x5809c0c23 => 0x4c700243101,11,0xcce006c0020,14,0x50640203c41 => 0xccf00640100,7,0xdce00640020
0x8000C7AC0421,154,20,0x20116840e302 => 0x2000f4720380,11,0x200187a24430,17,0x20116840e842 => 0x20116840e302,9,0x2000c7ac0418
0x40C1C2060,163,11,0x264201a400 => 0xd221020108,7,0x364001a400,9,0x40c1c2060 => 0xc221028108,5,0x760001a400
0x108400F7A00631,81,16,0x1810e0c178063 => 0x70018fe00383,9,0x316c019d600c,9,0x7001fc600c1c => 0x336c1109221c,5,0x312c019f600c
0x182800FFC001C,155,19,0x20d2211df108 => 0x8b32045b9022,11,0x203e011ff008,11,0x72800ffc0060 => 0x20d2211df108,6,0x203e011ff008
0x10840184620C23,87,20,0x7f80007380 => 0x219243049842,10,0x2fe001e8008,13,0x219243049842 => 0x7f80007380,7,0xff000228103
0x10840185A00C3D,306,26,0x6188833b441 => 0x618880ff440,14,0x324005b2442d,17,0x618880ff440 => 0x89fc04421c02,9,0x324005b2442d
0x10040080800C7F,153,18,0x449801c4c41 => 0xc9100004fe0,10,0x6000074f043,12,0x60602203391 => 0x8c40004fe1,6,0x6000074f043
0x1003BE80100062,306,35,0x1aac00c80063 => 0x89c2041215a0,18,0xb64084124181,25,0x4970824c301 => 0x192c00d40063,13,0x449041e7820
0x83FE04098021,306,31,0x21f40113640c => 0x70810c638461,16,0xc1b44401e620,21,0x70810c638461 => 0x33641181281c,11,0x23f601032888
0x100580802005AD,153,18,0x4065024b881 => 0x50000406fe2,11,0x40700200fe1,13,0x407002007ad => 0x5064f883,8,0x400c21e6610
0x108E4080000C00,305,45,0x70800904104 => 0x1a8000560020,23,0x6080098400c,25,0x1a8000560020 => 0x70800904104,13,0x6080098400c
0x108638842005AD,154,43,0x708047b24314 => 0x1a8c204bf102,22,0x1b1208c39846,30,0x708047b24314 => 0x1a8c204bf102,15,0x30ec01800b5e
0x2108018C60085E,76,23,0x67e80238802 => 0x1a6010cb6082,12,0x7f600238401,16,0x6708043f802 => 0x1a6010cb6082,8,0x7f600238401
0xF4000000063D,19,6,0x40f003c4801 => 0x60e802c0610,3,0x50da02800c01,6,0x60e802c0610 => 0xc001216d090,3,0x50da02800c01
0x100780803C0401,41,17,0xf801c0c03 => 0x188d00446202,9,0x486003c7001,10,0x188d00446202 => 0x409803c4c01,5,0x486003c7001
0x101000B5A00031,304,29,0x1a000c07a060 => 0x1a000c278060,15,0x18010c03c061,21,0x1a000c07a060 => 0x8c0c138062,11,0x18010c03c061
0x1000118C00C5A,152,20,0xc30c0203061 => 0x20198102402d,10,0x5760020018c,16,0x20538100105a => 0xc30c0203061,8,0x5360220018c
0x1084008FEC0461,304,30,0x2074810df608 => 0xc17a0619a030,17,0xc1f806298031,19,0xc07b8601a430 => 0x3065111b7808,12,0x30010ffc0862
0x10818086200C23,152,39,0x20826004bb40 => 0x7f600340100,20,0x57e0020408c,21,0x7e800c5408 => 0x209260043b40,11,0x7760030008c
0x100401FC203C01,76,20,0x407fc200c14 => 0x88b244139220,10,0x400b7b24094,13,0x88b244139220 => 0x407fc200886,7,0x400b7b24094
0x806C0421,151,11,0x40780220002 => 0x40780220004,7,0x450920204,10,0x40780220004 => 0x12824818,5,0x4c00c3400
0x2008018C401862,301,21,0x196010894280 => 0x50a442092280,12,0x64821069108,16,0x73000618601 => 0x67000630882,8,0x73800298201
0x108030840FC421,301,23,0x409fc20045a => 0x600b7a00b44,12,0x18010fe0085a,17,0x600b7a005a2 => 0x409fc20045a,9,0x1801fc400bc0
0x80000420,78,7,0x208010 => 0x220004,4,0x410000200,5,0x2030 => 0x220004,3,0x410000200
0x10040000000C63,49,21,0x60810904001 => 0xb80000294,11,0x6c000160001,13,0x60810904001 => 0xb80000294,7,0x1a0014d000
0x1004008C6C0463,150,14,0x4e1007f0801 => 0xdb00049e202,7,0x4003392419c,11,0x40871924388 => 0x50810c7c0860,6,0x4018c207c61
0x80400C0200C03,150,32,0xc9000060822 => 0x229800140041,16,0x229800104021,19,0xcc000008c41 => 0x229800140041,10,0x68002348010
0x108436842F8421,150,22,0x313e41932608 => 0x20271307e898,11,0x2000331ff198,17,0x32008c2fb461 => 0x313e41932608,9,0x2000331ff198
0x108030842DC421,300,31,0x20ac4113a608 => 0x20ac41932608,16,0x18010c23f061,21,0x30241315a098 => 0x8a3c84418221,11,0x19000c23f061
0x200B8300000863,150,22,0x6980000db40 => 0x7880088d204,11,0x6c000327401,17,0x1b00001810da => 0x69800008b43,9,0x6ce00320401
0x2CA00000611,42,13,0x68800042814 => 0xe8000005380,7,0x1ac000000286,11,0x1a8000400286 => 0x1a8000304404,6,0x1ac000000286
0x53FE0280041C,150,18,0x2416e12148191 => 0x245681214b190,9,0x53fe02800431,13,0xf78008c008da => 0x261da13100191,7,0x53fe02800431
0x100000F4200C63,299,33,0xc1168204c60 => 0x6b6000c63,17,0xc0087a00463,20,0x1d68004c61 => 0x6b6000c63,10,0x203e0118d008
0x230001FC600C42,149,20,0x21b641093098 => 0x88f10407e820,12,0x316c0189209c,11,0x21b641093098 => 0x21364109628c,6,0x21ec010db018
0x100400B40005AD,149,16,0x4816800007f => 0x4096800007f,8,0x40008677043,13,0x4096800007f => 0x4816800007f,7,0x40168040b5a
0x101000B7A00011,149,21,0x409fc200204 => 0x600b7a00402,11,0x18010fe00810,17,0x600b7a00402 => 0x409fc200204,9,0x18008fe00011
0x1087B08460042D,297,34,0x185220df6102 => 0x18cc20cb9106,17,0x519208cb6046,23,0x506183fc0c1 => 0x18cc20cb9106,12,0x519208cb6046
0x180600C21,148,13,0x452800c04 => 0x528000c3,7,0x5a000a9000,10,0x452800c04 => 0x528000c3,5,0x52000ad000
0x2180830C000863,74,23,0x67880038803 => 0xfe00038803,12,0xda040690281,16,0x67880038803 => 0xfe00038803,8,0xfb00078802
0x1184008C0F8463,148,24,0x88f3041b9820 => 0x8873041b9822,12,0x400f7a007b1,15,0x88f3041b9820 => 0x8873041b9822,8,0x4018fe00c3d
0x800180200C2D,148,14,0x14020a6094 => 0x54610220084,8,0x16401a3200,11,0x54610220084 => 0x45680220084,6,0x18800ee400
0x8000806C0423,74,11,0x51602280003 => 0x51640280003,6,0x6800eb400,8,0x54800c2610 => 0x51602280003,4,0x6800eb400
0x8000846E0423,148,18,0x47f80204008 => 0x56e10284040,9,0x5b6022c0020,12,0xd3040486022 => 0x47f80204008,7,0x5f6002c0020
0x108580843FC421,148,18,0x8acc0449f222 => 0xc4810bc00fe1,9,0x700085b245ad,13,0x70ed03824898 => 0x306d11849386,7,0x700085b245ad
0x100580802C042D,148,22,0x40f002035a1 => 0x4071024b281,11,0x40682327011,17,0x106cf283 => 0x50c4f886,9,0x50602227411
0x300400B4200C01,157,20,0x48905a44800 => 0x58801056808,12,0xe201d5100,12,0x70805a04c00 => 0xc8006059820,8,0x68005bc0001
0x100000B46005A3,294,20,0xc20447e022 => 0x2126411a1280,11,0x400f60007b0,14,0x2f6000bc4 => 0x48047a4002d,8,0x6301db180
0x108000B46D85A1,293,31,0x411687b0b42 => 0xb43e85b00108,16,0x640b46d85a0,22,0xb43e85b00108 => 0x411687b0b42,11,0x401787b0b41
0x100400F7A00431,292,33,0x897004079822 => 0x21e401097288,17,0x70018fe00414,21,0x3324030d3208 => 0x332403093288,11,0x332c0189201c
0x8000F4200C60,146,18,0x2002c301b008 => 0x20038803b040,9,0x200184238c20,12,0x200388439040 => 0x2002c301b008,7,0x200184238c20
0x108430843DB421,146,18,0x50da23892388 => 0xb608b5a000da,9,0x400711ff388,14,0xb608b5a000da => 0x70b641932608,7,0x400239ff11c
0x10B400800C0463,146,20,0x18c01ed600 => 0x4c1009e9804,10,0x4964036c200,15,0x410c01e8603 => 0x180d804007b0,8,0x4964036c200
0x2070010FF80814,292,36,0xc5300607d830 => 0xc57806059830,18,0x18936bc00846,27,0xc0b30603c431 => 0xc5300607d830,14,0x18936bc00846
0xC0008C4200C23,146,33,0x73800324104 => 0x201b01065808,17,0x209301065808,18,0x21ca0100d408 => 0x73800324104,9,0x6f0003c000c
0x31840085BC0421,292,32,0x4c1019f680c => 0x6d8202f3101,16,0x180188c39c46,23,0x72920bc4010c => 0x4c1019f680c,12,0x648302b7181
0x168400841F8423,292,48,0xc4ce06258830 => 0xc083061fc830,24,0xb6000635b031,37,0x8abe044215a0 => 0x88fc0444085e,19,0xb44885bc0403
0x108C00B42FB5A1,292,35,0x88011b5b68de => 0xb6008b43ec5a,18,0x30010bc3fc5e,26,0xb640b40da7b0 => 0xb6008b43ec5a,13,0x30800bcff05e
0x1007FE80204421,145,24,0x53a00286f114 => 0xf70008c007a3,12,0xb648019c003d,18,0xf70008c007a3 => 0xc480409ff204,9,0xb648019c003d
0x840840200C23,290,48,0x71800304104 => 0xd0002800623,24,0xd8040240221,27,0xd0002800623 => 0x71800304104,14,0xdb00044808
0x39E00100411,145,27,0x1a8000cc0206 => 0x8ac200009602,14,0x7c800200291,23,0x8ac200009602 => 0x6c800802c14,12,0x7c800200883
0x18C1C7C60,152,14,0xd0e0c600388 => 0x42642293281,8,0x186c004b6006,12,0x461805f0c01 => 0x4308061f203,6,0x4000c6c7063
0xC61,36,8,0x180004c000 => 0x242001080,5,0x600103000,6,0x600610 => 0x242001080,3,0x600103000
0x802C0461,144,13,0x50648880 => 0x40642280004,8,0x250120308,11,0x40642280004 => 0x50648880,6,0x4800c0462
0x4010800C23,146,21,0x580800294 => 0xc1040088003,11,0x1b0002d000,13,0x580800294 => 0x8d00046020,7,0x5a0008d000
0x100580800C0403,36,14,0x2000007bd => 0x242124294,7,0x60600307001,8,0x242124294 => 0x200001bda,4,0x60600343001
0x800184638C21,144,13,0x2036c3009408 => 0x213643009808,8,0x20124309a218,9,0x2010c301a618 => 0x21124301b408,6,0x20104309b218
0x108580846F8421,144,18,0x8871847c0c44 => 0x887184607443,13,0x7001847f8c20,11,0x71364380980c => 0x880f8843e442,8,0x70018463f023
0x10840184638421,79,19,0x205a201fa100 => 0x20f70102c408,11,0x336411820421,14,0x205a201fa100 => 0x20f70102c408,7,0x312453800621
0x10081180600421,144,24,0x59000780030 => 0x448109a0088,12,0x500007c8042,18,0x448109a0088 => 0x59000780030,9,0x500007c8042
0x200893000008C6,48,12,0x33880000c601 => 0x1a8000c00623,6,0x1bc000000c46,9,0x33880000c601 => 0x1a8000c00623,5,0x1bc000000c46
0x108580843E7421,287,26,0x51b642924311 => 0xf48108c00fe1,13,0xf7000624007f,20,0xb740018047ad => 0x245b052127230,11,0x50fe029a401c
0x10700087B0043D,287,23,0x8bf0042078c1 => 0xc73004267821,12,0xb7c805a00621,18,0x8bf0042078c1 => 0xc5800833f441,9,0x73b603800431
0x108E0082000C00,287,51,0xe10005888 => 0x60810107040,26,0xce00041030,29,0x9c0000488c => 0xc8040244021,15,0x1a80105408
0x80200C63,84,17,0x4c2000c03 => 0xc1180020003,9,0x60200bc00,11,0xc1180020003 => 0x4c2000c03,6,0x1b0000f000
0x10840180600C03,83,16,0xf80007380 => 0x209242049802,8,0x5a0016d008,11,0xf80007380 => 0x1810a00145060,6,0x700007c0043
0x80800C63,143,28,0x1b80005100 => 0xc200441108,14,0x8c0004e100,16,0x1b80005100 => 0xc200441108,8,0x8c0004e100
0x100400F4200C63,143,19,0x8b32041a1022 => 0xc9168204c60,11,0x78007a40063,11,0x9d68004c61 => 0x31ec01064104,7,0x20b6011cd008
0x8000842D8423,286,19,0x40686218c20 => 0x18c1136208,10,0xc00842f8420,12,0xd0018436042 => 0x20800bc40b40,7,0xc008423b021
0x1080008C6F8463,286,24,0x20bc411be208 => 0x213c4113e608,12,0x2000719b638c,15,0x893c44498223 => 0x897c04498223,8,0x20008c7f8463
0x100400B46D85A1,143,19,0x419681b9b40 => 0xb4be05b00060,10,0x401687f0b42,15,0x411681b9b42 => 0xb4be05b00060,8,0x600b46d87a0
0x201B930080005E,49,11,0x480023275b1 => 0xb60002267811,6,0x1a9e00c0042d,10,0xf400c01e1602 => 0xf400809c9406,5,0x1a9e00c0042d
0x10000180600821,142,27,0x452800602 => 0x50010780002,14,0x780022804,20,0x50010780002 => 0x452800602,10,0xd80002a400
0x21088000000C43,142,20,0xc9040004c01 => 0x4c800844804,10,0x8e001c4004,12,0x64800804c04 => 0x64810005c00,6,0x8e001c4004
0x108C00800C0423,142,20,0xc9040406c02 => 0x49840044b40,10,0x228202125018,12,0x4884004cb40 => 0x8d00849214,6,0x8e401e4200
0x10800184618421,284,18,0x410620da110 => 0x1900046b8022,11,0x52011be008,14,0x700186b0042 => 0x1900046b8022,8,0x52011fa008
0x108430843FF421,77,21,0x4517a229d2114 => 0xf5800fe00bc1,11,0xc436863d8431,16,0x70b70383641c => 0x262fc13093288,8,0xb648b5a007a1
0x100401807C0C01,71,17,0x190c004c6202 => 0x190c00486282,10,0x40052924291,12,0x181242849804 => 0x1b0c00486082,7,0x40052849894
0xA0000F5B20281,142,19,0x50936bc00801 => 0x3224810d6608,10,0x302d0119281c,13,0x7024810d260c => 0x50936bc00801,8,0x18016bc49014
0x472920280003D,142,27,0x20bdc10421402 => 0x195200d26406,14,0xf600806c041c,21,0x195200d26406 => 0x1bde00c80090,11,0x509702982814
0x12C800800C14,36,13,0x6c800049810 => 0x1b8000204c04,7,0x6d800000291,9,0x1b8000006284 => 0x1b8000204c04,5,0x1a8000029c02
0x1084018FFC0C21,142,40,0xc1780637c031 => 0xc0b4461bd230,23,0x30017bc49386,23,0xc0b4461bd230 => 0xc034c613d630,14,0x3000f7b2461c
0x21088000000C03,282,44,0x68800044808 => 0x48840045800,22,0x8a00006884,27,0x48800045808 => 0xc8040041802,14,0x60800000394
0x10858080000C03,282,44,0x489009c4800 => 0x489001c4808,22,0x40800024c2d,27,0x4880004cb40 => 0x60610300403,14,0xa1004f280
0x100000C7AC0401,141,18,0x406f6200402 => 0x50045ba0201,11,0x406f6200410,15,0x44105ba0801 => 0x406f6200402,10,0x4f4126280
0x100400B46D87A1,141,29,0xb67605a60801 => 0x419681f9b40,15,0x500185a1b83d,21,0x419681f8b42 => 0xb67605a60801,11,0x44005b7f02d
0x100C00B46D85A1,141,22,0xb4be05b04108 => 0xd800b4b705a,11,0x401687f0b43,18,0x600b47d85a2 => 0x4c005a3bc2d,9,0x401687f0b43
0x8000B7A0042D,280,15,0x2001fc20045a => 0x2000b7a000da,10,0x20008c53e062,9,0x213441132288 => 0x3024511b2208,7,0x20008fe0045a
0x174000005A0,37,7,0x700028005a => 0x24c0800b40,4,0x34c00005a0,5,0x248200805a => 0x344008002d,3,0x34c000002d
0x100401FC203401,140,15,0x1801fc203201 => 0x302501196888,8,0x50008fec0410,12,0x302501196888 => 0x408f5b20600,7,0x18136bc00802
0x3F00034002D,70,22,0xc30802205a3 => 0x7e80005b40,12,0x7e800055a0,13,0x7a80007b40 => 0xc30802205a3,7,0x7a800075a0
0x108400B46D85A3,279,36,0x8842b40fd5a0 => 0x58045adb03d,18,0x4001bdb60de,25,0x8800f60d97b0 => 0x8c40b40fc5a1,13,0x40185a3fc2d
0x101000B5A00C01,139,21,0x4880c038c60 => 0x4800fe00203,11,0x4000c039c62,13,0x6080c138460 => 0xbfc001402,7,0x4000c138463
0x73920380043D,277,24,0x19f200d06446 => 0x19e000d0f446,12,0x1bfe00c00846,19,0xf5800830f441 => 0xf70003864831,10,0x1bec00c09306
0x211B9308C0005E,140,15,0x245b6502008da => 0xc5ce063005b0,8,0x1bfe00c0005e,12,0xf481029b6814 => 0xc74e0624082d,6,0x7000863e443d
0x108400C7AC043D,276,43,0x8bfc044215a0 => 0x89800bd8905e,22,0x70378380043d,31,0x89800bd8905e => 0x8b000bcc905e,16,0x700187a2443d
0x10858087AC043D,276,51,0xc0cb061be830 => 0x712451048bda,28,0x317e018007ad,33,0x1fc81085b8841 => 0x3324130245bd,17,0x337e01800b5a
0x38E0C080063,144,16,0x7e000670802 => 0x6b0006d8202,8,0x5b0001fc001,11,0x20ca2116010c => 0x5080c3c4061,6,0x5b0001fc001
0x100580843FF421,274,37,0x713643924291 => 0xf4810b400fe1,19,0x180d085ff842,31,0xf7000b400fe2 => 0x19120393f41c,16,0x180d085ff842
0xA92000008C6,137,26,0x1a8002200283 => 0x68800224881,13,0x29e00000286,21,0x1a8002200283 => 0x68800224881,11,0x6c800204601
0x802C0401,34,7,0x2c3001 => 0x283081,5,0x2809404,5,0x283081 => 0x2c3001,3,0x2809804
0x84218420,68,7,0x488030041 => 0x22890180,5,0x400200b8100,5,0x22890104 => 0x13013008,4,0x400300b0100
0x10840180608C03,75,14,0x1f80007380 => 0x219242049802,8,0x700007c8043,10,0x219242049802 => 0x1f80007380,5,0x700007c8043
0xC5B0062D8031,141,22,0x8f800fe00862 => 0x32c0218b618c,11,0x70000c7f8063,14,0x336c11816888 => 0x32c0218b618c,7,0x70000c7f8063
0x108401FC203061,136,17,0x20e7011ba808 => 0xc0017b449188,10,0x2074811f6408,13,0x3024c38d240c => 0xc0017b449188,7,0x2036811fa408
0x2118930BC00846,136,19,0xc77806043830 => 0x8bf004204bc1,10,0xc7c807a0041c,14,0xc77806043830 => 0x8bf204006bc0,8,0x718007b24431
0x10058085AC0401,140,17,0x48168607003 => 0xc0eb4600090,10,0x4004613c630,13,0x180d68406006 => 0x180d68406082,8,0x4004613c630
0x10058085AC043D,271,26,0x1a1e20c96302 => 0x606222b7191,14,0x401819dfc0c,21,0x88bc0450007f => 0x180c304de382,11,0x401819dfc0c
0x218007AC0008,140,17,0x201168408310 => 0x207781001040,9,0x200181832c08,12,0x207781001040 => 0x201168408310,6,0x200181832c08
0x18C200C61,268,14,0x3d80018003 => 0x3d8001c001,8,0x360201b400,11,0x3d80018003 => 0x2652012084,6,0x3c8001f000
0x8000842E0420,134,14,0x24820c8440 => 0x24120c80c0,7,0x53640200020,9,0x52612200040 => 0x46710200020,5,0x57600200020
0x2188810C040862,74,23,0x51a400892284 => 0x6f000438c01,12,0x478001fc001,15,0x6f000438c01 => 0x51a400892284,8,0x51a4020d2014
0x108C7184600021,134,15,0x21245380061c => 0x213643048310,9,0x2052010ff008,10,0x21245380061c => 0x205a200fe100,6,0x2076010ed008
0x20018C1C5C60,140,14,0x40871800b5a => 0x400638005bd,8,0x400319205ad,11,0xd2210205ad => 0x5021049b5a,6,0x4000c6c007f
0x800186200C2D,268,25,0x5b642240100 => 0x47f0020c100,13,0x5f600248100,19,0x56610220023 => 0xc7080426102,10,0x77600320100
0x104400B5A00601,137,17,0x22a401013898 => 0x1a000c079062,11,0x18000c17d060,13,0x608b5a00881 => 0x1a000c079062,9,0x1800211d7108
0x39E00100414,134,24,0x1b8000224c04 => 0x1ac0008c0206,12,0x6d800200883,20,0x1b8000224c04 => 0x1ac0008c0206,11,0xfd000001882
0x100400F7A00401,78,17,0x712401092288 => 0x88f004039820,9,0x400f7a00411,12,0x448b5b20400 => 0x712401092288,6,0x400f7a00411
0x101000B5A00021,267,19,0x36b400608 => 0xfe00622,11,0x18008c038061,14,0x36b400444 => 0xfe00622,8,0x18000c0b8061
0x180628C03,46,12,0xd00106a0003 => 0xc1180620003,6,0x5a000af000,8,0x5080228c03 => 0xc1180620003,4,0x5a000af000
0x1182008C000C61,133,29,0x5f000038c02 => 0xc708003c801,15,0x4f80023c400,19,0x47900038403 => 0x5f000038c02,10,0xf200439402
0x1004018C000861,135,12,0x53800098202 => 0x4800c700061,7,0x3c0005b010,9,0x53800098202 => 0x8e0c102060,5,0xee00032080
0x38000000C7F,137,20,0xc8040004fe0 => 0xc9000004fe0,10,0x64e00343001,12,0x88002047ad => 0x8c00004fe1,7,0x60e00343041
0x1680008C038463,266,36,0x2027011b3888 => 0x203c810d6608,18,0x20008ffc0403,21,0x880dfc400086 => 0x2027011b288c,11,0x8800f5b20284
0x8408C4200C23,266,45,0x218241049302 => 0x304911000c23,23,0x304881800c43,25,0x304911000c23 => 0x219241041302,13,0x7b800324100
0x108470843F8421,132,25,0x89800ff8003d => 0x897c04479822,13,0x337e0189201c,16,0x71b641896088 => 0x185700c347061,8,0x337e0189201c
0x700187A00C3D,264,27,0x8d7004547062 => 0x317e01940063,14,0x3180019ff00c,16,0x897e04541062 => 0x317e01940063,8,0x33fe0180018c
0x21000B5A00461,141,18,0x1a2109a318 => 0xc2210b218c,10,0x4000fe40063,11,0x7080c0bc060 => 0xc2210b218c,6,0x40063092398
0x84218C23,74,21,0xc0001832c08 => 0x184101608c,11,0x8c080f4040,13,0xc0001832c08 => 0xa51017008,7,0x8c080f4040
0x100040842E3421,131,15,0x181383824018 => 0x20c1043a3801,8,0x20018382d414,13,0x181383824018 => 0x20c1043a3801,7,0x44e842e0420
0x18020042D,130,13,0x482026090 => 0x480002bc0,7,0x482027010,11,0x50c06802 => 0x50c06202,6,0x6c0122200
0x1010018C200C61,260,18,0xfc0011e400 => 0xd22106410c,9,0x3e8001b410,13,0xd22106410c => 0x67000730402,7,0x5b0003d8010
0x40800200C03,65,34,0x40800080294 => 0xa00005608,17,0x4880004400c,20,0x60000180094 => 0xa00005608,10,0x4880004400c
0x2100184618421,68,11,0xc50200bd100 => 0x648309b0100,6,0x78401f420,8,0x5a200b8103 => 0x64811932008,5,0x788037440
0x108430846D8423,130,19,0x18126389238c => 0x20be4113e208,10,0x4010c7f8863,11,0x4810c7f8861 => 0x1892638d2308,6,0x4010c7f8863
0x118400B4000463,130,16,0x650200f8103 => 0xcd0201bc100,11,0xda200f8101,11,0x448309b0184 => 0x6d0200f8102,7,0x780046d8220
0x1005A68020042D,65,9,0x406c43e0604 => 0x4063226c091,5,0x401039ad814,7,0xb6001207c090 => 0x406c43e0602,4,0x505a838c0410
0x30138380003D,130,21,0x192c50448188 => 0x5b640320308,11,0x33120388005a,17,0x3152018800da => 0x70138380005a,9,0x33120388005a
0x108004F4000C23,260,44,0x23900b540022 => 0x208168c00c23,23,0x20830107f008,25,0x238004578021 => 0x23900b540022,13,0x238004378021
0x20401FC203421,259,29,0x880ffc400090 => 0xc248b7a00402,16,0x30016bc09814,23,0xc248b7a00402 => 0x302503192898,12,0x18010ffc0840
0xF7A00611,71,15,0xf7a00886 => 0xc01fc600410,8,0x401fc600803,9,0xf7a00283 => 0xc01fc600410,5,0x400f7a00290
0xB4200C23,258,32,0x1b68005020 => 0xac1017008,17,0xe30095100,19,0xc008101a218 => 0xac1017008,10,0xe30095100
0x8000B42F85A3,43,9,0x208107a5b02d => 0x2011685b0bc4,5,0x20008bc36c5a,7,0x208107a5b02d => 0x2011685b0bc4,4,0x200087a1bc2d
0x10058085A005BD,258,28,0xc033841c0c5a => 0x40f6820047f,14,0x401861fcc31,24,0x40eb43005ad => 0x3024c31e4611,12,0x401861fcc31
0xB4200420,257,11,0x4b4004040 => 0x2c1012008,7,0x368400020,9,0x40168800020 => 0x1b400440,6,0x18431040
0x21088300000883,257,30,0x1a8000204c0c => 0x1ac0000c0206,15,0x28e00000c31,25,0x1a8000204c0c => 0x1ac0000c0206,13,0x28e00000c31
0x3080018C200063,67,12,0xd3040498003 => 0xc3180438003,7,0x3e000bf000,8,0xc718001ac00 => 0xc3180438003,4,0x7e0009f000
0x108430842DB421,68,13,0x202e5117a288 => 0xb6000fe005a2,8,0x50008c2fb461,10,0xb6000fe005a2 => 0x4870c3bc860,5,0x400330ff198
0x100000B4000C63,128,21,0x1a20099310 => 0x8b68005060,11,0x1a0105f008,13,0x588080f4040 => 0x8b68005060,7,0x1a0105f008
0x3FE00000461,36,12,0x334804260821 => 0x23d001085288,6,0x23da0108001c,9,0x334004067820 => 0x334804260821,5,0x23da0108001c
0x210B930B400846,128,16,0xc5f806300191 => 0xc73006067830,9,0xc5b044127620,12,0x89f20450045e => 0xc5f806300191,7,0x71a40390043d
0x8C0102009C10,129,31,0x5804040029c => 0xc8102800183,16,0x5c800204184,18,0xc8102800231 => 0x58040400394,9,0x58002200394
0x10040187A00C31,255,26,0x312c01940063 => 0x21ec01085288,13,0x31ec010c001c,16,0x23a40188428c => 0x32ac01880063,8,0x31ec010c001c
0x30000100D80843,255,55,0x4070220029c => 0x208240043b40,28,0xe800e5408,31,0x4070220029c => 0x208240043b40,16,0xe800e5408
0x10840085BC0463,255,30,0x1a0c30db0106 => 0x1ac0204fe102,15,0x180030db6186,22,0x6902229b311 => 0x4c1011ff808,11,0x640203ff101
0x180018C600421,73,14,0x47180438001 => 0x53042298001,7,0x748003f000,9,0x47180238001 => 0x47180438001,5,0x748003f000
0x210018C600461,72,12,0x7b80038003 => 0xf40007b800,6,0x3f8001b800,9,0x44831924108 => 0x7b80038003,5,0x364205b010
0x8400B5A0042D,254,17,0x50e0c238460 => 0x20ac4113a208,10,0x18000c2bb061,12,0x7060c23c060 => 0x4810c23b061,8,0x8a3c84418220
0x100000B7A00011,127,14,0x37b400402 => 0x5fc000406,8,0x4008fe00006,12,0x7fc004001 => 0x5000fe00204,6,0x4008fe00006
0x1080018C23CC61,254,26,0x20d82109b318 => 0x21e60113b408,13,0x21b60301b418,17,0x205a210f610c => 0xc1364409d220,9,0x31ec01836408
0x21089308400862,135,24,0x57800348111 => 0x17e00142114,12,0x3fe00002380,17,0x17e00142114 => 0x51a442009608,9,0x7f000600381
0x10843184018421,131,14,0x18800c738060 => 0x50800c638860,8,0x4000ff40061,10,0x18800c738060 => 0x19000c0b9062,6,0x4018c03c461
0x803084200C2D,126,18,0x18c10d6408 => 0x6441b9220,9,0x2060bf030,12,0x5020293311 => 0x2034c10c0610,7,0x6180f90c0
0x1000188C09C44,126,23,0xd700028002d => 0x36c20015a0,12,0x176000035a0,18,0x24c2800c2d => 0x36c20015a0,9,0xd70006005a0
0x3DA00000C1C,67,19,0x33880020c601 => 0x32c80020c601,10,0x2de00000631,17,0x32c800240846 => 0x32c80020c601,9,0x2de00000c1c
0x108400B46F85A3,126,28,0x89800b5fe05a => 0x8842b41fb5a0,14,0x31c005a7f02d,19,0x8842b41fb5a0 => 0x8c40b42fc5a1,10,0x318047a5b22d
0x87B00000,64,7,0x4b4020004 => 0x8bc00080,4,0x1568000200,6,0x36800a000 => 0x5ba0000,4,0x4f4000002
0x308400843E3421,125,16,0x53fa02842104 => 0xc2482284b314,9,0x47e803c0443,12,0xc3c80281bc04 => 0x70db02812094,6,0x31800396d01c
0x1007FE80200C21,125,20,0x19a040d69306 => 0x51fa02942114,10,0x52fe028c001c,13,0xc7c803809c0c => 0x19a040d69306,7,0x73da03800443
0x10840184620422,125,28,0x5f000680222 => 0x5f000780030,14,0x7f000228102,20,0x5f000780030 => 0x196010922180,10,0x20d0011ad008
0x180708C20042D,125,18,0x20037b448180 => 0x2024c10da608,9,0x2000f5b24208,13,0x20810ff80808 => 0x20037b448088,8,0x2001fc207101
0x1184008080047F,250,36,0x546003870c1 => 0x1bd200829104,18,0xf9e00680042,24,0x59000687223 => 0x4481096b184,12,0xd1e007c0041
0xA5000F4002080,125,31,0xd0007a00203 => 0x5000bc00294,16,0xc001b480086,18,0xd0007a00086 => 0x5000bc00294,9,0xc00b4420083
